1790333730,000
1790333760,000
1790333790,000
1790333820,000
1790333850,000
1790333880,000
1790333910,000
1790333940,000
1790333970,000
1790334000,000
1790334030,000
1790334060,000
1790334090,000
1790334120,000
1790334150,000
1790334180,000
1790334210,000
1790334240,000
1790334270,000
1790334300,000
1790334330,000
1790334360,000
1790334390,000
1790334420,000
1790334450,000
1790334480,000
1790334510,000
1790334540,000
1790334570,000
1790334600,200
1790334630,200
1790334660,200
1790334690,200
1790334720,200
1790334750,200
1790334780,200
1790334810,200
1790334840,200
1790334870,200
1790334900,200
1790334930,200
1790334960,200
1790334990,200
1790335020,200
1790335050,200
1790335080,200
1790335111,200
1790335141,200
1790335171,200
1790335201,200
1790335231,200
1790335261,200
1790335291,200
1790335321,200
1790335351,200
1790335381,200
1790335411,200
1790335441,200
1790335471,200
1790335501,200
1790335531,200
1790335561,200
1790335591,200
